一個接一個	[jat1 go3 zip3 jat1 go3]one by one/one after another
一個樣	[jat1 go3 joeng6]same as 一樣|一样[yi1 yang4]/the same
一個蘿蔔一個坑	[jat1 go3 lo4 baak6 jat1 go3 haang1]lit. every turnip to its hole (idiom)/fig. each person has his own position/each to his own/horses for courses/every kettle has its lid
一側化	[jat1 zak1 faa3]lateralization
一價	[jat1 gaa3]monovalent (chemistry)
一元	[jat1 jyun4]single variable (math.)/univariate
一元論	[jat1 jyun4 leon6]monism, belief that the universe is made of a single substance
一元醇	[jat1 jyun4 seon4]methyl alcohol CH3OH
一共	[jat1 gung6]altogether
一再	[jat1 zoi3]repeatedly
一准	[jat1 zeon2]certainly/also written 一準|一准[yi1 zhun3]
一分一毫	[jat1 fan1 jat1 hou4]a tiny bit (idiom)/an iota
一分為二	[jat1 fan1 wai4 ji6]one divides into two/to be two-sided/there are two sides to everything/to see both sb's good points and shortcomings (idiom)
一分錢一分貨	[jat1 fan1 cin4 jat1 fan1 fo3]nothing for nothing/you get what you pay for
一分錢兩分貨	[jat1 fan1 cin4 loeng5 fan1 fo3]high quality at bargain price
一切	[jat1 cit3]everything/every/all
一切事物	[jat1 cit3 si6 mat6]everything
一切向錢看	[jat1 cit3 hoeng3 cin4 hon3]to put money above everything else
一切如舊	[jat1 cit3 jyu4 gau6]everything as before
一切就緒	[jat1 cit3 zau6 seoi5]everything in its place and ready (idiom)
一切險	[jat1 cit3 him2]all risks (insurance)
一刻千金	[jat1 hak1 cin1 gam1]time is gold/every minute counts
一則	[jat1 zak1]on the one hand
一動不動	[jat1 dung6 bat1 dung6]motionless
一勞永逸	[jat1 lou4 wing5 jat6]to get sth done once and for all
一匙	[jat1 ci4]spoonful
一千零一夜	[jat1 cin1 ling4 jat1 je6]The Book of One Thousand and One Nights
一半	[jat1 bun3]half
一半天	[jat1 bun3 tin1]in a day or two/soon
一卡通	[jat1 kaa1 tung1]Yikatong (Beijing public transport smart card)
一去不回	[jat1 heoi3 bat1 wui4]gone forever
一去不復返	[jat1 heoi3 bat1 fuk6 faan1]gone forever
一去無影蹤	[jat1 heoi3 mou4 jing2 zung1]gone without a trace
一反常態	[jat1 faan2 soeng4 taai3]complete change from the normal state (idiom); quite uncharacteristic/entirely outside the norm/out of character
一口	[jat1 hau2]readily/flatly (deny, admit and so on)/a mouthful/a bite
一口吃不成胖子	[jat1 hau2 hek3 bat1 sing4 bun6 zi2]lit. you cannot get fat with only one mouthful (proverb)/fig. learn to walk before you run
一口吃個胖子	[jat1 hau2 hek3 go3 bun6 zi2]lit. to want to get fat with only one mouthful (proverb)/fig. to try to achieve one's goal in the shortest time possible/to be impatient for success
一口氣兒	[jat1 hau2 hei3 ji4]erhua variant of 一口氣|一口气[yi1 kou3 qi4]
一古腦兒	[jat1 gu2 nou5 ji4]variant of 一股腦兒|一股脑儿[yi1 gu3 nao3 r5]
一句	[jat1 geoi3]a line of verse/a sentence
一句話	[jat1 geoi3 waa6]in a word/in short
一同	[jat1 tung4]along/together
一吐為快	[jat1 tou3 wai4 faai3]to get sth off one's chest
一向	[jat1 hoeng3]always (previously)/a period of time in the recent past
一周	[jat1 zau1]one week/all the way around/a whole cycle
一味	[jat1 mei6]blindly/invariably
一呼百應	[jat1 fu1 baak3 jing1]a hundred answers to a single call (idiom)/to respond en masse
一呼百諾	[jat1 fu1 baak3 nok6]one command brings a hundred responses (idiom); having hundreds of attendants at one's beck and call
一命嗚呼	[jat1 ming6 wu1 fu1]to die (idiom)/to breathe one's last/to give up the ghost
一命歸天	[jat1 ming6 gwai1 tin1]see 一命嗚呼|一命呜呼[yi1 ming4 wu1 hu1]
一命歸西	[jat1 ming6 gwai1 sai1]see 一命嗚呼|一命呜呼[yi1 ming4 wu1 hu1]
一命歸陰	[jat1 ming6 gwai1 jam1]see 一命嗚呼|一命呜呼[yi1 ming4 wu1 hu1]
一品	[jat1 ban2]superb/first-rate/(of officials in imperial times) the highest rank
一品紅	[jat1 ban2 hung4]poinsettia (Euphorbia pulcherrima)
一品鍋	[jat1 ban2 wo1]chafing dish
一哄而散	[jat1 hung3 ji4 saan3]to disperse in confusion (idiom)
一哄而起	[jat1 hung3 ji4 hei2](of a group of people) to rush into action
一哭二鬧三上吊	[jat1 huk1 ji6 naau6 saam1 soeng6 diu3]to make a terrible scene (idiom)/to throw a tantrum
一唱一和	[jat1 coeng3 jat1 wo4]to echo one another (idiom)
一問三不知	[jat1 man6 saam1 bat1 zi1]lit. to reply "don't know" whatever the question (idiom)/fig. absolutely no idea of what's going on/complete ignorance
一回事	[jat1 wui4 si6]one thing/the same as
一團和氣	[jat1 tyun4 wo4 hei3]to keep on the right side of everyone (idiom)/warm and affable
一團漆黑	[jat1 tyun4 cat1 hak1]pitch-black/(fig.) to be completely in the dark
一團火	[jat1 tyun4 fo2]fireball/ball of fire
一團糟	[jat1 tyun4 zou1]chaos/bungle/complete mess/shambles
一堆	[jat1 deoi1]pile
一場空	[jat1 coeng4 hung1]all one's hopes and efforts come to nothing/futile
一塊	[jat1 faai3]one block/one piece/one (unit of money)/together/in the same place/in company
一塊兒	[jat1 faai3 ji4]erhua variant of 一塊|一块[yi1 kuai4]
一塊麵	[jat1 faai3 min6]loaf
一塌糊塗	[jat1 taap3 wu4 tou4]muddled and completely collapsing (idiom); in an awful condition/complete shambles/a total mess
一塵不染	[jat1 can4 bat1 jim5]untainted by even a speck of dust (idiom); selfless and incorruptible/spotless
一壁	[jat1 bik1]one side/at the same time
一壁廂	[jat1 bik1 soeng1]see 一壁[yi1 bi4]
一多對應	[jat1 do1 deoi3 jing1]one-to-many correspondence
一夜爆紅	[jat1 je6 baau3 hung4]to become popular overnight
一夜露水	[jat1 je6 lou6 seoi2]one-night stand/ephemeral
一大早	[jat1 daai6 zou2]at dawn/at first light/first thing in the morning
一大早兒	[jat1 daai6 zou2 ji4]erhua variant of 一大早[yi1 da4 zao3]
一天一個樣	[jat1 tin1 jat1 go3 joeng6]to change from day to day
一天到晚	[jat1 tin1 dou3 maan5]all day long/the whole day
一夫一妻	[jat1 fu1 jat1 cai1]lit. one husband one wife/monogamy
一失足成千古恨	[jat1 sat1 zuk1 sing4 cin1 gu2 han6]lit. one wrong step causes thousand hatred (idiom)/A single slip may cause lasting sorrow.
一套	[jat1 tou3]suit/a set/a collection/of the same kind/the same old stuff/set pattern of behavior
一如	[jat1 jyu4]to be just like
一如所料	[jat1 jyu4 so2 liu6]as expected
一如既往	[jat1 jyu4 gei3 wong5]just as in the past (idiom); as before/continuing as always
一妻制	[jat1 cai1 zai3]monogamy
一孔之見	[jat1 hung2 zi1 gin3]partial view/limited outlook
一字	[jat1 zi6]in a row/in a line
一字一淚	[jat1 zi6 jat1 leoi6]each word is a teardrop (idiom)
一字不差	[jat1 zi6 bat1 caa1]word for word/verbatim
一字不提	[jat1 zi6 bat1 tai4]to not mention a single word (about sth) (idiom)
一字不識	[jat1 zi6 bat1 sik1]totally illiterate
一字之師	[jat1 zi6 zi1 si1]one who can correct a misread or misspelt character and thus be your master
一字千金	[jat1 zi6 cin1 gam1]one word worth a thousand in gold (idiom); valuable advice/words of enormous weight
一字巾	[jat1 zi6 gan1]headband/strip of cloth worn around the head
一字褒貶	[jat1 zi6 bou1 bin2]dispensing praise or blame with a single word (idiom)/concise and powerful style
一定	[jat1 ding6]surely/certainly/necessarily/fixed/a certain (extent etc)/given/particular/must
一定要	[jat1 ding6 jiu3]must
一家	[jat1 gaa1]the whole family/the same family/the family ... (when preceded by a family name)/group
一家之主	[jat1 gaa1 zi1 zyu2]master of the house/family head
一家人	[jat1 gaa1 jan4]household/the whole family
一家子	[jat1 gaa1 zi2]the whole family
一審	[jat1 sam2]first instance (law)
一寸光陰一寸金	[jat1 cyun3 gwong1 jam1 jat1 cyun3 gam1]lit. An interval of time is worth an ounce of gold. (idiom)/fig. free time is to be treasured
一對	[jat1 deoi3]couple/pair
一對一鬥牛	[jat1 deoi3 jat1 dau3 ngau4]one-on-one basketball game
一對兒	[jat1 deoi3 ji4]a pair/a couple
一小撮	[jat1 siu2 cyut3]handful (of)
一小部分	[jat1 siu2 bou6 fan1]a small part/a small section
一小陣兒	[jat1 siu2 zan6 ji4]very brief period of time
一局	[jat1 guk6]inning
一展身手	[jat1 zin2 san1 sau2]to showcase one's (unique) talents/to display one's (individual) prowess
一層	[jat1 cang4]layer
一巴掌	[jat1 baa1 zoeng2]a slap/a spank
一帆風順	[jat1 faan4 fung1 seon6]propitious wind throughout the journey (idiom)/plain sailing/to go smoothly/have a nice trip!
一席之地	[jat1 zik6 zi1 dei6](acknowledged) place/a role to play/niche
一席話	[jat1 zik6 waa6]the content of a conversation/words/remarks
一帶	[jat1 daai3]region/district
一帶而過	[jat1 daai3 ji4 gwo3]to skate around/to skip over/to skimp
一年之計在於春	[jat1 nin4 zi1 gai3 zoi6 jyu1 ceon1]the whole year must be planned for in the spring (idiom)/early planning is the key to success
一年到頭	[jat1 nin4 dou3 tau4]all year round
一年半	[jat1 nin4 bun3]a year and a half
一年半載	[jat1 nin4 bun3 zoi3]about a year
一年四季	[jat1 nin4 sei3 gwai3]all year round
一年多	[jat1 nin4 do1]more than a year
一年期	[jat1 nin4 kei4]one year period (in a contract or budget)
一年生	[jat1 nin4 saang1]annual (botany)
一年被蛇咬十年怕井繩	[jat1 nin4 bei6 se4 ngaau5 sap6 nin4 paa3 zeng2 sing4]bitten by a snake in one year, fears the well rope for ten years (idiom); once bitten twice shy
一度	[jat1 dou6]for a time/at one time/one time/once
一廂情願	[jat1 soeng1 cing4 jyun6]one's own wishful thinking
一式二份	[jat1 sik1 ji6 fan6]in duplicate
一彈指頃	[jat1 daan2 zi2 king2]a snap of the fingers (idiom); in a flash/in the twinkling of an eye
一往情深	[jat1 wong5 cing4 sam1]deeply attached/devoted
一往無前	[jat1 wong5 mou4 cin4]to advance courageously (idiom)/to press forward
一往直前	[jat1 wong5 zik6 cin4]see 一往無前|一往无前[yi1 wang3 wu2 qian2]
一律	[jat1 leot6]same/uniformly/all/without exception
一徑	[jat1 ging3]directly/straightaway/straight
一心	[jat1 sam1]wholeheartedly/heart and soul
一心一德	[jat1 sam1 jat1 dak1]of one heart and one mind (idiom)
一心一意	[jat1 sam1 jat1 ji3]concentrating one's thoughts and efforts/single-minded/bent on/intently
一心二用	[jat1 sam1 ji6 jung6]to do two things at once (idiom)/to multitask/to divide one's attention
一念之差	[jat1 nim6 zi1 caa1]momentary slip/false step/ill-considered action
一愁莫展	[jat1 sau4 mok6 zin2]nothing one can do about it
一意	[jat1 ji3]focus/with complete devotion/stubbornly
一意孤行	[jat1 ji3 gu1 hang4]obstinately clinging to one's course (idiom)/willful/one's own way/dogmatic
一應	[jat1 jing1]all/every
一應俱全	[jat1 jing1 keoi1 cyun4]with everything needed available
一成不變	[jat1 sing4 bat1 bin3]nothing much changes (idiom); always the same/stuck in a rut
一房一廳	[jat1 fong4 jat1 teng1]one bedroom and one living room
一手	[jat1 sau2]a skill/mastery of a trade/by oneself/without outside help
一手包辦	[jat1 sau2 baau1 baan6]to take care of a matter all by oneself/to run the whole show
一手遮天	[jat1 sau2 ze1 tin1]lit. to hide the sky with one hand/to hide the truth from the masses
一打	[jat1 daa2]dozen
一技之長	[jat1 gei6 zi1 coeng4]proficiency in a particular field (idiom)/skill in a specialized area (idiom)
一把好手	[jat1 baa2 hou2 sau2]expert/dab hand
一把屎一把尿	[jat1 baa2 si2 jat1 baa2 niu6]to have endured all sorts of hardships (to raise one's children) (idiom)
一把手	[jat1 baa2 sau2]working hand/member of a work team/participant
一把抓	[jat1 baa2 zaa1]to attempt all tasks at once/to manage every detail regardless of its importance
一把死拿	[jat1 baa2 sei2 naa4]stubborn/inflexible
一把眼淚一把鼻涕	[jat1 baa2 ngaan5 leoi6 jat1 baa2 bei6 tai3]with one's face covered in tears (idiom)
一把鑰匙開一把鎖	[jat1 baa2 joek6 ci4 hoi1 jat1 baa2 so2]One key opens one lock./There is a different solution for each problem. (idiom)
一抓一大把	[jat1 zaa1 jat1 daai6 baa2]a dime a dozen/a great deal of
一折兩段	[jat1 zit3, loeng5 dyun6]to split sth into two (idiom)
一抿子	[jat1 man5 zi2]a little bit
一拍兩散	[jat1 paak3 loeng5 saan3]lit. on the beat, move apart; fig. break-up (of marriage or business partners)/separation
一拍即合	[jat1 paak3 zik1 hap6]lit. on the beat, together now (idiom); Start dancing!/fig. things fit together at one go/to click together/to chime in easily
一掃而光	[jat1 sou3 ji4 gwong1]to clear off/to make a clean sweep of
一掃而空	[jat1 sou3 ji4 hung1]to sweep clean/to clean out
一排	[jat1 paai4]row
一揮而就	[jat1 fai1 ji4 zau6]to finish (a letter, a painting) at a stroke
一撥兒	[jat1 but6 ji4]group of people
一擁而上	[jat1 jung2 ji4 soeng6]to swarm around/flocking (to see)
一擁而入	[jat1 jung2 ji4 jap6]to swarm in (of people etc) (idiom)
一擊入洞	[jat1 gik1 jap6 dung6]hole in one (golf)
一擲千金	[jat1 zaak6 cin1 gam1]lit. stake a thousand pieces of gold on one throw (idiom); to throw away money recklessly/extravagant
一攬子	[jat1 laam2 zi2]all-inclusive/undiscriminating
一改故轍	[jat1 goi2 gu3 cit3]complete change from the old rut (idiom); dramatic change of direction/a volte-face/to change old practices
一敗塗地	[jat1 baai6 tou4 dei6]failed and wiped over the floor (idiom); to fail utterly/a crushing defeat/beaten and in a hopeless position
一文不值	[jat1 man4 bat1 zik6]worthless (idiom)/no use whatsoever
一文不名	[jat1 man4 bat1 ming4]to be penniless
一斑	[jat1 baan1]lit. one spot (on the leopard)/fig. one small item in a big scheme
一方	[jat1 fong1]a party (in a contract or legal case)/one side/area/region
一方面	[jat1 fong1 min6]one aspect is
一旁	[jat1 pong4]aside/to the side of
一族	[jat1 zuk6]social group/subculture/family/clan/see also 族[zu2]
一日三秋	[jat1 jat6 saam1 cau1]a single day apart seems like three seasons (idiom)
一日三餐	[jat1 jat6 saam1 caan1]to have three meals a day
一日之雅	[jat1 jat6 zi1 ngaa5]lit. friends for a day (idiom)/fig. casual acquaintance
一日千里	[jat1 jat6 cin1 lei5]lit. one day, a thousand miles (idiom); rapid progress
一旦	[jat1 daan3]in case (sth happens)/if/once (sth happens, then...)/when/in a short time/in one day
一早	[jat1 zou2]early in the morning/at dawn
一星半點	[jat1 sing1 bun3 dim2]just the tiniest bit/a hint of
一時	[jat1 si4]a period of time/a while/for a short while/temporary/momentary/at the same time
一時半刻	[jat1 si4 bun3 hak1]a short time/a little while
一時半晌	[jat1 si4 bun3 hoeng2]a short time/a little while
一時半會	[jat1 si4 bun3 wui5]a short time/a little while
一時半會兒	[jat1 si4 bun3 wui5 ji4]a short time/a little while
一時半霎	[jat1 si4 bun3 saap3]a short time/a little while
一時間	[jat1 si4 gaan1]for a moment/momentarily
一晃	[jat1 fong2](of passing time) in an instant/(of a sight) in a flash
一暴十寒	[jat1 bou6 sap6 hon4]one day's sun, ten days' frost (idiom, from Mencius); fig. to work for a bit then skimp/sporadic effort/short attention span
一曝十寒	[jat1 buk6 sap6 hon4]one day's sun, ten days' frost (idiom, from Mencius); fig. to work for a bit then skimp/sporadic effort/lack of sticking power/short attention span
一更	[jat1 gang1]first of the five night watch periods 19:00-21:00 (old)
一會	[jat1 wui5]a moment/a while/in a moment/also pr. [yi1 hui3]
一會兒	[jat1 wui5 ji4]a moment/a while/in a moment/now...now.../also pr. [yi1 hui3 r5]
一月	[jat1 jyut6]January/first month (of the lunar year)
一月份	[jat1 jyut6 fan6]January
一望無際	[jat1 mong6 mou4 zai3]as far as the eye can see (idiom)
一望而知	[jat1 mong6 ji4 zi1]to be evident at a glance (idiom)
一朝一夕	[jat1 ziu1 jat1 zik6]lit. one morning and one evening (idiom)/fig. in a short period of time/overnight
一木難支	[jat1 muk6 naan4 zi1]lit. a single post cannot prop up a falling house (idiom)/fig. one is helpless alone
一本正經	[jat1 bun2 zing3 ging1]in deadly earnest/deadpan
一杯羹	[jat1 bui1 gang1]lit. a cup of soup/fig. to get part of the profits/one's share of the action
一東一西	[jat1 dung1 jat1 sai1]far apart
一板一眼	[jat1 baan2 jat1 ngaan5]lit. one strong beat and one weak beats in a measure of music (two beats in the bar) (idiom); fig. follow a prescribed pattern to the letter/scrupulous attention to detail
一板三眼	[jat1 baan2 saam1 ngaan5]lit. one strong beat and three weak beats in a measure of music (four beats in the bar) (idiom); fig. scrupulous attention to detail
一枝獨秀	[jat1 zi1 duk6 sau3]lit. only one branch of the tree is thriving (idiom)/fig. to be in a league of one's own/outstanding
一柱擎天	[jat1 cyu5 king4 tin1]lit. to support the sky as a single pillar (idiom)/fig. to take a crucial responsibility upon one's shoulders
一根筋	[jat1 gan1 gan1]stubborn/inflexible/one-track minded
一根繩上的螞蚱	[jat1 gan1 sing4 soeng6 dik1 maa5 zaa3]see 一條繩上的螞蚱|一条绳上的蚂蚱[yi1 tiao2 sheng2 shang4 de5 ma4 zha5]
一桿進洞	[jat1 gon1 zeon3 dung6](golf) hole in one
一條心	[jat1 tiu4 sam1]to be of one mind/to think or act alike
一條繩上的螞蚱	[jat1 tiu4 sing4 soeng6 dik1 maa5 zaa3]lit. like locusts tied to one rope (idiom)/fig. in the same boat/in it together for better or worse/to sink or swim together
一條道走到黑	[jat1 tiu4 dou6 zau2 dou3 hak1]to stick to one's ways/to cling to one's course
一條龍服務	[jat1 tiu4 lung4 fuk6 mou6]one-stop service
一概	[jat1 koi3]all/without any exceptions/categorically
一概而論	[jat1 koi3 ji4 leon6]to lump different matters together (idiom)
一槌定音	[jat1 ceoi4 ding6 jam1]variant of 一錘定音|一锤定音[yi1 chui2 ding4 yin1]
一模一樣	[jat1 mou4 jat1 joeng6]exactly the same (idiom)/carbon copy/also pr. [yi1 mo2 yi1 yang4]
一樣	[jat1 joeng6]same/like/equal to/the same as/just like
一次	[jat1 ci3]first/first time/once/(math.) linear (of degree one)
一次函數	[jat1 ci3 haam4 sou3]linear function (math.)
一次又一次	[jat1 ci3 jau6 jat1 ci3]repeatedly/over and over again
一次性	[jat1 ci3 sing3]one-off (offer)/one-time/single-use/disposable (goods)
一次方程	[jat1 ci3 fong1 cing4]linear equation
一次方程式	[jat1 ci3 fong1 cing4 sik1]linear equation (math.)
一次總付	[jat1 ci3 zung2 fu6]lump-sum (finance)
一步一個腳印	[jat1 bou6 jat1 go3 goek3 jan3]one step, one footprint (idiom); steady progress/reliable
一步一趨	[jat1 bou6 jat1 ceoi1]see 亦步亦趨|亦步亦趋[yi4 bu4 yi4 qu1]
一步到位	[jat1 bou6 dou3 wai6]to settle a matter in one go
一步登天	[jat1 bou6 dang1 tin1]reaching heaven in a single bound (idiom); (esp. with negative: don't expect) instant success
一毛不拔	[jat1 mou4 bat1 bat6]stingy (idiom)
一氣	[jat1 hei3]at one go/at a stretch/for a period of time/forming a gang
一氣之下	[jat1 hei3 zi1 haa6]in a fit of pique/in a fury
一氣呵成	[jat1 hei3 ho1 sing4]to do something at one go/to flow smoothly
一氧化二氮	[jat1 joeng5 faa3 ji6 daam6]nitrous oxide N2O/laughing gas
一氧化氮	[jat1 joeng5 faa3 daam6]nitric oxide
一氧化碳	[jat1 joeng5 faa3 taan3]carbon monoxide CO
一水兒	[jat1 seoi2 ji4](coll.) of the same type/identical
一決雌雄	[jat1 kyut3 ci1 hung4]to have a show-down/to fight for mastery/to compete for a championship
一波三折	[jat1 bo1 saam1 zit3,]calligraphic flourish with many twists/fig. many twists and turns
一派胡言	[jat1 paai3 wu4 jin4]a bunch of nonsense
一派謊言	[jat1 paai3 fong1 jin4]a pack of lies
一清二楚	[jat1 cing1 ji6 co2]to be very clear about sth (idiom)
一清二白	[jat1 cing1 ji6 baak6]perfectly clean/blameless/unimpeachable (idiom)
一清如水	[jat1 cing1 jyu4 seoi2]lit. as clear as water (idiom)/fig. (of officials etc) honest and incorruptible
一清早	[jat1 cing1 zou2]early in the morning
一準	[jat1 zeon2]certainly
一溜煙	[jat1 lau4 jin1]like a wisp of smoke/(to disappear etc) in an instant
一潭死水	[jat1 taam4 sei2 seoi2]a pool of stagnant water/stagnant or listless condition
一炮打響	[jat1 paau3 daa2 hoeng2]to win instant success (idiom)/to start off successfully
一炮而紅	[jat1 paau3 ji4 hung4]to win instant success (idiom)/to become an instant hit
一無所動	[jat1 mou4 so2 dung6]totally unaffected/unimpressed
一無所有	[jat1 mou4 so2 jau5]not having anything at all (idiom); utterly lacking/without two sticks to rub together
一無所獲	[jat1 mou4 so2 wok6]to gain nothing/to end up empty-handed
一無所知	[jat1 mou4 so2 zi1]not knowing anything at all (idiom); completely ignorant/without an inkling
一無所聞	[jat1 mou4 so2 man4]unheard of
一無所長	[jat1 mou4 so2 coeng4]not having any special skill/without any qualifications
一無是處	[jat1 mou4 si6 cyu3]not one good point/everything about it is wrong
一片	[jat1 pin3]piece/slice
一物降一物	[jat1 mat6 hong4 jat1 mat6]lit. one object bests another object/every item has a weakness (idiom)/there is a rock to every scissor, a scissor to every paper, and a paper to every rock
一琴一鶴	[jat1 kam4 jat1 hok6]carrying very little luggage (idiom)/honest and incorruptible (government officials)
一生	[jat1 saang1]all one's life/throughout one's life
一生一世	[jat1 saang1 jat1 sai3]a whole lifetime (idiom); all my life
一甲子	[jat1 gaap3 zi2]sixty years
一病不起	[jat1 beng6 bat1 hei2]to fall gravely ill, never to recover (idiom)
一瘸一拐	[jat1 ke4 jat1 gwaai2]to limp/to hobble
一發不可收拾	[jat1 faat3 bat1 ho2 sau1 sap6]things that have happened can hardly be controlled/to get out of hand
一百一	[jat1 baak3 jat1]faultless/impeccable
一盤散沙	[jat1 pun4 saan3 saa1]lit. like a sheet of loose sand/fig. unable to cooperate (idiom)
一目了然	[jat1 muk6 liu5 jin4]obvious at a glance (idiom)
一目十行	[jat1 muk6 sap6 hang4]ten lines at a glance (idiom)/to read very rapidly
一目瞭然	[jat1 muk6 liu5 jin4]obvious at a glance (idiom)
一直	[jat1 zik6]straight (in a straight line)/continuously/always/from the beginning of ... up to .../all along
一直以來	[jat1 zik6 ji5 loi4]in the past always/for a long time now/until now
一直往前	[jat1 zik6 wong5 cin4]straight ahead
一相情願	[jat1 soeng1 cing4 jyun6]one's own wishful thinking
一眨眼	[jat1 zaap3 ngaan5]in a wink
一眼	[jat1 ngaan5]a glance/a quick look/a glimpse
一眼望去	[jat1 ngaan5 mong6 heoi3]as far as the eye can see
一眼看穿	[jat1 ngaan5 hon3 cyun1]to see through something at first glance (idiom)
一睹	[jat1 dou2]to look/to have a glimpse at/to observe (sth's splendor)
一瞥	[jat1 pit3]glance/glimpse
一瞬	[jat1 seon3]one instant/very short time/the twinkle of an eye
一瞬間	[jat1 seon3 gaan1]split second
一矢中的	[jat1 ci2 zung1 dik1]to hit the target with a single shot/to say something spot on (idiom)
一知半解	[jat1 zi1 bun3 gaai2]lit. to know one and understand half (idiom); a smattering of knowledge/dilettante/amateur
一石二鳥	[jat1 sek6 ji6 niu5]to kill two birds with one stone (idiom)
一神教	[jat1 san4 gaau3]monotheism (belief in a single God)
一神論	[jat1 san4 leon6]monotheism/unitarianism (denying the Trinity)
一秉虔誠	[jat1 bing2 kin4 sing4]earnestly and sincerely (idiom); devoutly
一秘	[jat1 bei3]first secretary
一種	[jat1 zung2]one kind of/one type of
一空	[jat1 hung1](sold etc) out
一窩蜂	[jat1 wo1 fung1]like a swarm of bees/everyone swarms around pushing and shouting/a hornet's nest
一窮二白	[jat1 kung4 ji6 baak6]impoverished/backward both economically and culturally
一竅不通	[jat1 hiu3 bat1 tung1]lit. doesn't (even) enter a single aperture (of one's head)/I don't understand a word (idiom)/it's all Greek to me
一笑了之	[jat1 siu3 liu5 zi1]to laugh away (instead of taking seriously)
一笑置之	[jat1 siu3 zi3 zi1]to dismiss with a laugh/to make light of
一筆不苟	[jat1 bat1 bat1 gau2]lit. not even one stroke is negligent (idiom)/fig. to write characters (calligraphy) in which every stroke is placed perfectly
一筆抹殺	[jat1 bat1 maat3 saat3]to blot out at one stroke/to reject out of hand/to deny without a hearing
一筆抹煞	[jat1 bat1 maat3 saat3]variant of 一筆抹殺|一笔抹杀[yi1 bi3 mo3 sha1]
一等	[jat1 dang2]first class/grade A
一等獎	[jat1 dang2 zoeng2]first prize
一箭之仇	[jat1 zin3 zi1 sau4]a wrong suffered (idiom)/old grievance/previous defeat
一節詩	[jat1 zit3 si1]stanza
一籌莫展	[jat1 cau4 mok6 zin2]to be unable to find a solution/to be at wits' end
一籮筐	[jat1 lo4 hong1]bucketloads of/in large quantities/extremely
一粒老鼠屎壞了一鍋粥	[jat1 nap1 lou5 syu2 si2 waai6 liu5 jat1 wo1 zuk1]lit. a piece of rat feces spoiled the whole pot of congee (idiom)/fig. one bad apple can spoil the whole bunch
一系列	[jat1 hai6 lit6]a series of/a string of
一紙空文	[jat1 zi2 hung1 man4]a worthless piece of paper (idiom)
一級	[jat1 kap1]first class/category A
一級士官	[jat1 kap1 si6 gun1]corporal (army)
一級方程式	[jat1 kap1 fong1 cing4 sik1]Formula One
